id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
1154	serdar dogan (2014)	"<table><tr><td>Authors:</td><td>serdar dogan; aysu betincan; vahid garousi</td></tr><tr><td>Title:</td><td>web application testing: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of systems and software, 91(1), 174-201</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.jss.2014.01.010	0.4755	0.1406	7	3	55	1.8525	2014	55	1.8525
1161	tuomas lehto (2011)	"<table><tr><td>Authors:</td><td>tuomas lehto; harri oinaskukkonen</td></tr><tr><td>Title:</td><td>persuasive features in web-based alcohol and smoking interventions: a systematic review of the literature</td></tr><tr><td>Source:</td><td>journal of medical internet research, 13(3)</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.2196/jmir.1559	1.1477	0.9551	20	1	126	2.3098	2011	126	2.3098
1165	fabio q b da silva (2010)	"<table><tr><td>Authors:</td><td>fabio q b da silva; catarina costa; a cesar c franca; rafael prikladinicki</td></tr><tr><td>Title:</td><td>challenges and solutions in distributed software development project management: a systematic literature review</td></tr><tr><td>Source:</td><td>international conference on global software engineering, 87-96</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1109/icgse.2010.18	0.7759	-0.0534	8	3	86	1.2359	2010	86	1.2359
1187	k biel (2016)	"<table><tr><td>Authors:</td><td>k biel; c h glock</td></tr><tr><td>Title:</td><td>systematic literature review of decision support models for energy-efficient production planning</td></tr><tr><td>Source:</td><td>computers & industrial engineering, 101, 243-259</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.cie.2016.08.021	0.0278	-0.2234	9	2	67	3.6652	2016	67	3.6652
1191	siffat ullah khan (2011b)	"<table><tr><td>Authors:</td><td>siffat ullah khan; mahmood niazi; rashid ahmad</td></tr><tr><td>Title:</td><td>factors influencing clients in the selection of offshore software outsourcing vendors: an exploratory study using a systematic literature review</td></tr><tr><td>Source:</td><td>journal of systems and software, 84(4), 686-699</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.jss.2010.12.010	0.9145	0.1565	2	4	109	1.9981	2011	109	1.9981
1204	alejandro calderon (2015)	"<table><tr><td>Authors:</td><td>alejandro calderon; mercedes ruiz</td></tr><tr><td>Title:</td><td>a systematic literature review on serious games evaluation</td></tr><tr><td>Source:</td><td>computers in education, 87, 396-422</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.compedu.2015.07.011	-0.3127	-0.1921	14	4	71	2.6791	2015	71	2.6791
1215	rick rabiser (2010)	"<table><tr><td>Authors:</td><td>rick rabiser; paul grunbacher; deepak dhungana</td></tr><tr><td>Title:</td><td>requirements for product derivation support: results from a systematic literature review and an expert survey</td></tr><tr><td>Source:</td><td>information & software technology, 52(3), 324-346</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.infsof.2009.11.001	0.301	-0.1078	9	3	88	1.2646	2010	88	1.2646
1267	antonio marcio tavares thome (2016)	"<table><tr><td>Authors:</td><td>antonio marcio tavares thome; luiz felipe scavarda; annibal jose scavarda</td></tr><tr><td>Title:</td><td>conducting systematic literature review in operations management</td></tr><tr><td>Source:</td><td>production planning & control, 27(5), 408-420</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1080/09537287.2015.1129464	-0.5835	-0.2771	21	5	115	6.2911	2016	115	6.2911
1280	ualison rebula de oliveira (2018)	"<table><tr><td>Authors:</td><td>ualison rebula de oliveira; luciano souza espindola; isabele rocha da silva; iaslin nostorio da silva; henrique martins rocha</td></tr><tr><td>Title:</td><td>a systematic literature review on green supply chain management: research implications and future perspectives</td></tr><tr><td>Source:</td><td>journal of cleaner production, 187, 537-561</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2018.03.083	-0.6416	-0.0216	26	2	87	9.8443	2018	87	9.8443
1289	pingfan kong (2019)	"<table><tr><td>Authors:</td><td>pingfan kong; li li; jun gao; kui liu; tegawende f bissyande; jacques klein</td></tr><tr><td>Title:</td><td>automated testing of android apps: a systematic literature review</td></tr><tr><td>Source:</td><td>ieee transactions on reliability, 68(1), 45-66</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/tr.2018.2865733	0.3346	-0.127	11	2	34	7.23	2019	34	7.23
1315	peter stoltz (2004)	"<table><tr><td>Authors:</td><td>peter stoltz; giggi uden; ania willman</td></tr><tr><td>Title:</td><td>support for family carers who care for an elderly person at home- a systematic literature review</td></tr><tr><td>Source:</td><td>scandinavian journal of caring sciences, 18(2), 111-119</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1111/j.1471-6712.2004.00269.x	-0.4904	0.8359	5	2	161	1.0533	2004	161	1.0533
1332	laura garciaborgonon (2014)	"<table><tr><td>Authors:</td><td>laura garciaborgonon; miguel a barcelona; j a garciagarcia; m alba; m j escalona</td></tr><tr><td>Title:</td><td>software process modeling languages: a systematic literature review</td></tr><tr><td>Source:</td><td>information & software technology, 56(2), 103-116</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.infsof.2013.10.001	0.4994	0.3929	33	3	40	1.3473	2014	40	1.3473
1360	james d ford (2010)	"<table><tr><td>Authors:</td><td>james d ford; tristan pearce</td></tr><tr><td>Title:</td><td>what we know, do not know, and need to know about climate change vulnerability in the western canadian arctic: a systematic literature review</td></tr><tr><td>Source:</td><td>environmental research letters, 5(1), 14008</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1088/1748-9326/5/1/014008	1.2312	-0.0521	27	3	126	1.8107	2010	126	1.8107
1380	elisabetta pegurri (2005)	"<table><tr><td>Authors:</td><td>elisabetta pegurri; julia foxrushby; walker damian</td></tr><tr><td>Title:</td><td>the effects and costs of expanding the coverage of immunisation services in developing countries: a systematic literature review.</td></tr><tr><td>Source:</td><td>vaccine, 23(13), 1624-1635</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2004.02.029	-1.0291	0.4967	4	1	89	0.9735	2005	89	0.9735
1427	sandra naomi morioka (2016)	"<table><tr><td>Authors:</td><td>sandra naomi morioka; marly monteiro de carvalho</td></tr><tr><td>Title:</td><td>a systematic literature review towards a conceptual framework for integrating sustainability performance into business</td></tr><tr><td>Source:</td><td>journal of cleaner production, 136, 134-146</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2016.01.104	-0.5665	-0.3232	21	2	102	5.5799	2016	102	5.5799
1430	elcio m tachizawa (2014)	"<table><tr><td>Authors:</td><td>elcio m tachizawa; chee yew wong</td></tr><tr><td>Title:</td><td>towards a theory of multi-tier sustainable supply chains: a systematic literature review</td></tr><tr><td>Source:</td><td>supply chain management, 19, 643-663</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1108/scm-02-2014-0070	-0.781	-0.1681	3	7	144	4.8502	2014	144	4.8502
1456	ilham kadi (2017)	"<table><tr><td>Authors:</td><td>ilham kadi; ali idri; jose luis fernandezaleman</td></tr><tr><td>Title:</td><td>knowledge discovery in cardiology: a systematic literature review</td></tr><tr><td>Source:</td><td>international journal of medical informatics, 97, 12-32</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.ijmedinf.2016.09.005	-0.0258	0.3674	24	3	35	2.3825	2017	35	2.3825
1493	abubakar ali (2017)	"<table><tr><td>Authors:</td><td>abubakar ali; amr mahfouz; amr arisha</td></tr><tr><td>Title:</td><td>analysing supply chain resilience: integrating the constructs in a concept mapping framework via a systematic literature review</td></tr><tr><td>Source:</td><td>supply chain management, 22(1), 16-39</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1108/scm-06-2016-0197	-0.8133	-0.0598	3	4	75	5.1053	2017	75	5.1053
1527	ahmed tlili (2019)	"<table><tr><td>Authors:</td><td>ahmed tlili; ronghuai huang; tingwen chang; fabio nascimbeni; daniel burgos</td></tr><tr><td>Title:</td><td>open educational resources and practices in china: a systematic literature review</td></tr><tr><td>Source:</td><td>sustainability, 11(18), 4867</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/su11184867	-0.0626	0.2123	22	2	10	2.1265	2019	10	2.1265
1528	steven maclennan (2015)	"<table><tr><td>Authors:</td><td>steven maclennan; hendrika j bekema; paula r williamson; marion k campbell; fiona stewart; sara maclennan; james ndow; thomas b lam</td></tr><tr><td>Title:</td><td>a core outcome set for localised prostate cancer effectiveness trials: protocol for a systematic review of the literature and stakeholder involvement through interviews and a delphi survey</td></tr><tr><td>Source:</td><td>trials, 16(1), 76-76</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1186/s13063-015-0598-0	-1.1116	0.3751	4	3	37	1.3962	2015	37	1.3962
1547	claudio sassanelli (2019)	"<table><tr><td>Authors:</td><td>claudio sassanelli; paolo rosa; roberto rocca; sergio terzi</td></tr><tr><td>Title:</td><td>circular economy performance assessment methods: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of cleaner production, 229, 440-453</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2019.05.019	-0.5123	-0.3076	21	2	66	14.0347	2019	66	14.0347
1605	jehad al dallal (2015)	"<table><tr><td>Authors:</td><td>jehad al dallal</td></tr><tr><td>Title:</td><td>identifying refactoring opportunities in object-oriented code: a systematic literature review</td></tr><tr><td>Source:</td><td>information & software technology, 58(58), 231-249</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.infsof.2014.08.002	0.6264	0.1804	15	4	47	1.7735	2015	47	1.7735
1620	reza ghanbarzadeh (2014)	"<table><tr><td>Authors:</td><td>reza ghanbarzadeh; amir hossein ghapanchi; michael blumenstein; amir talaeikhoei</td></tr><tr><td>Title:</td><td>a decade of research on the use of three-dimensional virtual worlds in health care: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of medical internet research, 16(2)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.2196/jmir.3097	1.0278	0.8233	20	2	67	2.2567	2014	67	2.2567
1631	joaquin nicolas (2009)	"<table><tr><td>Authors:</td><td>joaquin nicolas; ambrosio toval</td></tr><tr><td>Title:</td><td>on the generation of requirements specifications from software engineering models: a systematic literature review</td></tr><tr><td>Source:</td><td>information & software technology, 51(9), 1291-1307</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1016/j.infsof.2009.04.001	0.714	-0.0707	7	7	95	1.3211	2009	95	1.3211
1643	carla l pacheco (2012)	"<table><tr><td>Authors:</td><td>carla l pacheco; ivan garcia</td></tr><tr><td>Title:</td><td>a systematic literature review of stakeholder identification methods in requirements elicitation</td></tr><tr><td>Source:</td><td>journal of systems and software, 85(9), 2171-2181</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.jss.2012.04.075	0.7698	-0.0724	7	7	78	1.7103	2012	78	1.7103
1645	anh nguyenduc (2015)	"<table><tr><td>Authors:</td><td>anh nguyenduc; daniela s cruzes; reidar conradi</td></tr><tr><td>Title:</td><td>the impact of global dispersion on coordination, team performance and software quality – a systematic literature review</td></tr><tr><td>Source:</td><td>information & software technology, 57(57), 277-294</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.infsof.2014.06.002	0.8179	-0.2149	8	2	64	2.415	2015	64	2.415
1699	maciel m queiroz (2019)	"<table><tr><td>Authors:</td><td>maciel m queiroz; renato telles; silvia h bonilla</td></tr><tr><td>Title:</td><td>blockchain and supply chain management integration: a systematic review of the literature</td></tr><tr><td>Source:</td><td>supply chain management, 25(2), 241-254</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1108/scm-03-2018-0143	-0.7743	-0.0639	3	7	53	11.2703	2019	53	11.2703
1701	tijs vandemeulebroucke (2018)	"<table><tr><td>Authors:</td><td>tijs vandemeulebroucke; bernadette dierckx de casterle; chris gastmans</td></tr><tr><td>Title:</td><td>the use of care robots in aged care: a systematic review of argument-based ethics literature</td></tr><tr><td>Source:</td><td>archives of gerontology and geriatrics, 74, 15-25</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.archger.2017.08.014	-0.6239	1.2181	5	3	45	5.0919	2018	45	5.0919
1702	muhammad murad khan (2017)	"<table><tr><td>Authors:</td><td>muhammad murad khan; roliana ibrahim; imran ghani</td></tr><tr><td>Title:</td><td>cross domain recommender systems: a systematic literature review</td></tr><tr><td>Source:</td><td>acm computing surveys, 50(3), 36</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1145/3073565	-0.4788	-0.5854	19	2	34	2.3144	2017	34	2.3144
1704	chitu okoli (2015)	"<table><tr><td>Authors:</td><td>chitu okoli</td></tr><tr><td>Title:</td><td>a guide to conducting a standalone systematic literature review</td></tr><tr><td>Source:</td><td>communications of the ais, 37(1), 43</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.17705/1cais.03743	-0.0327	-0.1744	11	6	85	3.2074	2015	85	3.2074
1708	marco melacini (2018)	"<table><tr><td>Authors:</td><td>marco melacini; sara perotti; monica rasini; elena tappia</td></tr><tr><td>Title:</td><td>e-fulfilment and distribution in omni-channel retailing: a systematic literature review</td></tr><tr><td>Source:</td><td>international journal of physical distribution & logistics management, 48(4), 391-414</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1108/ijpdlm-02-2017-0101	-0.7359	-0.2056	21	5	60	6.7892	2018	60	6.7892
1714	saurabh tiwari (2015)	"<table><tr><td>Authors:</td><td>saurabh tiwari; atul gupta</td></tr><tr><td>Title:</td><td>a systematic literature review of use case specifications research</td></tr><tr><td>Source:</td><td>information & software technology, 67(67), 128-158</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.infsof.2015.06.004	0.6796	-0.145	17	2	42	1.5848	2015	42	1.5848
1720	ann osborne ohagan (2014)	"<table><tr><td>Authors:</td><td>ann osborne ohagan; gerry coleman; rory v oconnor</td></tr><tr><td>Title:</td><td>software development processes for games: a systematic literature review</td></tr><tr><td>Source:</td><td>european conference on software process improvement, 182-193</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/978-3-662-43896-1_16	0.8646	0.0142	8	2	30	1.0105	2014	30	1.0105
1727	zhenan feng (2018)	"<table><tr><td>Authors:</td><td>zhenan feng; vicente gonzalez; robert amor; ruggiero lovreglio; guillermo cabreraguerrero</td></tr><tr><td>Title:</td><td>immersive virtual reality serious games for evacuation training and research: a systematic literature review</td></tr><tr><td>Source:</td><td>computers in education, 127, 252-266</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.compedu.2018.09.002	-0.5012	-0.2819	21	2	54	6.1103	2018	54	6.1103
1734	soltan abed alharbi (2011)	"<table><tr><td>Authors:</td><td>soltan abed alharbi; jens h weberjahnke; issa traore</td></tr><tr><td>Title:</td><td>the proactive and reactive digital forensics investigation process: a systematic literature review</td></tr><tr><td>Source:</td><td>international conference on information security, 87-100</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1007/978-3-642-23141-4_9	0.4196	0.2984	7	2	43	0.7883	2011	43	0.7883
1735	amanda fernandes xavier (2017)	"<table><tr><td>Authors:</td><td>amanda fernandes xavier; ricardo manfredi naveiro; ameziane aoussat; tatiana reyes</td></tr><tr><td>Title:</td><td>systematic literature review of eco-innovation models: opportunities and recommendations for future research</td></tr><tr><td>Source:</td><td>journal of cleaner production, 149(149), 1278-1302</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2017.02.145	-0.5406	-0.2012	1	4	56	3.8119	2017	56	3.8119
1744	ciara t nolan (2016)	"<table><tr><td>Authors:</td><td>ciara t nolan; thomas n garavan</td></tr><tr><td>Title:</td><td>human resource development in smes: a systematic review of the literature</td></tr><tr><td>Source:</td><td>international journal of management reviews, 18(1), 85-107</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1111/ijmr.12062	-0.5387	-0.437	6	1	94	5.1423	2016	94	5.1423
1765	yeganeh charband (2016)	"<table><tr><td>Authors:</td><td>yeganeh charband; nima jafari navimipour</td></tr><tr><td>Title:</td><td>online knowledge sharing mechanisms: a systematic review of the state of the art literature and recommendations for future research</td></tr><tr><td>Source:</td><td>information systems frontiers, 18(6), 1131-1151</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1007/s10796-016-9628-z	-0.3877	0.2923	12	7	95	5.197	2016	95	5.197
1774	hella abidi (2014)	"<table><tr><td>Authors:</td><td>hella abidi; sander de leeuw; matthias klumpp</td></tr><tr><td>Title:</td><td>humanitarian supply chain performance management: a systematic literature review</td></tr><tr><td>Source:</td><td>supply chain management, 19, 592-608</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1108/scm-09-2013-0349	-0.5206	-0.1585	26	6	73	2.4588	2014	73	2.4588
1790	terese besker (2018)	"<table><tr><td>Authors:</td><td>terese besker; antonio martini; jan bosch</td></tr><tr><td>Title:</td><td>managing architectural technical debt: a unified model and systematic literature review</td></tr><tr><td>Source:</td><td>journal of systems and software, 135, 1-16</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jss.2017.09.025	0.288	0.084	36	2	27	3.0551	2018	27	3.0551
1791	qing gu (2009)	"<table><tr><td>Authors:</td><td>qing gu; patricia lago</td></tr><tr><td>Title:</td><td>exploring service-oriented system engineering challenges: a systematic literature review</td></tr><tr><td>Source:</td><td>service-oriented computing and applications, 3(3), 171-188</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1007/s11761-009-0046-7	0.2256	-0.1251	23	5	76	1.0569	2009	76	1.0569
1835	natalie momen (2012)	"<table><tr><td>Authors:</td><td>natalie momen; peter hadfield; isla kuhn; elizabeth smith; stephen barclay</td></tr><tr><td>Title:</td><td>discussing an uncertain future: end-of-life care conversations in chronic obstructive pulmonary disease. a systematic literature review and narrative synthesis</td></tr><tr><td>Source:</td><td>thorax, 67(9), 777-780</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1136/thoraxjnl-2012-201835	-1.363	-0.3767	18	1	57	1.2498	2012	57	1.2498
1851	alexandra lagorio (2016)	"<table><tr><td>Authors:</td><td>alexandra lagorio; roberto pinto; ruggero golini</td></tr><tr><td>Title:</td><td>research in urban logistics: a systematic literature review</td></tr><tr><td>Source:</td><td>international journal of physical distribution & logistics management, 46(10), 908-931</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1108/ijpdlm-01-2016-0008	-0.674	-0.1907	21	10	66	3.6105	2016	66	3.6105
1857	harri jalonen (2011)	"<table><tr><td>Authors:</td><td>harri jalonen</td></tr><tr><td>Title:</td><td>the uncertainty of innovation: a systematic review of the literature</td></tr><tr><td>Source:</td><td>journal of management and research, 4(1), 1</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.5296/jmr.v4i1.1039	-0.5321	0.2312	12	1	80	1.4665	2011	80	1.4665
1862	ronald jabangwe (2015)	"<table><tr><td>Authors:</td><td>ronald jabangwe; jurgen borstler; darja smite; claes wohlin</td></tr><tr><td>Title:</td><td>empirical evidence on the link between object-oriented measures and external quality attributes: a systematic literature review</td></tr><tr><td>Source:</td><td>empirical software engineering, 20(3), 640-693</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1007/s10664-013-9291-7	0.6099	0.114	15	3	58	2.1886	2015	58	2.1886
1882	josenildo brito oliveira (2016)	"<table><tr><td>Authors:</td><td>josenildo brito oliveira; renato da silva lima; jose arnaldo barra montevechi</td></tr><tr><td>Title:</td><td>perspectives and relationships in supply chain simulation: a systematic literature review</td></tr><tr><td>Source:</td><td>simulation modelling practice and theory, 62, 166-191</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.simpat.2016.02.001	-0.6891	-0.0914	3	6	45	2.4617	2016	45	2.4617
1901	rabia latif (2014a)	"<table><tr><td>Authors:</td><td>rabia latif; haider abbas; said assar; qasim ali</td></tr><tr><td>Title:</td><td>cloud computing risk assessment: a systematic literature review</td></tr><tr><td>Source:</td><td>[no source], 276, 285-295</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/978-3-642-40861-8_42	0.4028	0.2748	7	4	44	1.482	2014	44	1.482
1902	isel moreno montes de oca (2015)	"<table><tr><td>Authors:</td><td>isel moreno montes de oca; monique snoeck; hajo a reijers; abel rodriguezmorffi</td></tr><tr><td>Title:</td><td>a systematic literature review of studies on business process modeling quality</td></tr><tr><td>Source:</td><td>information & software technology, 58(58), 187-205</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.infsof.2014.07.011	0.6279	0.2236	15	3	52	1.9622	2015	52	1.9622
1903	christian f durach (2015)	"<table><tr><td>Authors:</td><td>christian f durach; andreas wieland; jose antonio dominguez machuca</td></tr><tr><td>Title:</td><td>antecedents and dimensions of supply chain robustness: a systematic literature review</td></tr><tr><td>Source:</td><td>international journal of physical distribution & logistics management, 45, 118-137</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1108/ijpdlm-05-2013-0133	-0.8342	-0.0981	3	5	87	3.2829	2015	87	3.2829
1917	emily warren (2015)	"<table><tr><td>Authors:</td><td>emily warren; sophie hawkesworth; cecile knai</td></tr><tr><td>Title:</td><td>investigating the association between urban agriculture and food security, dietary diversity, and nutritional status: a systematic literature review</td></tr><tr><td>Source:</td><td>food policy, 53, 54-66</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.foodpol.2015.03.004	-0.5835	-0.6487	19	1	53	1.9999	2015	53	1.9999
1923	amir hossein ghapanchi (2011)	"<table><tr><td>Authors:</td><td>amir hossein ghapanchi; aybuke aurum</td></tr><tr><td>Title:</td><td>antecedents to it personnel's intentions to leave: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of systems and software, 84(2), 238-249</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.jss.2010.09.022	1.0191	0.8046	20	7	109	1.9981	2011	109	1.9981
1948	venus mohammadi (2019)	"<table><tr><td>Authors:</td><td>venus mohammadi; amir masoud rahmani; aso mohammed darwesh; amir sahafi</td></tr><tr><td>Title:</td><td>trust-based recommendation systems in internet of things: a systematic literature review</td></tr><tr><td>Source:</td><td>human-centric computing and information sciences, 9(1), 21</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1186/s13673-019-0183-8	0.4852	-0.2423	30	2	23	4.8909	2019	23	4.8909
1969	tomas foltýnek (2019)	"<table><tr><td>Authors:</td><td>tomas foltýnek; norman meuschke; bela gipp</td></tr><tr><td>Title:</td><td>academic plagiarism detection: a systematic literature review</td></tr><tr><td>Source:</td><td>acm computing surveys, 52(6), 112</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1145/3345317	0.395	0.0192	16	2	22	4.6782	2019	22	4.6782
1975	muhammad azeem (2019)	"<table><tr><td>Authors:</td><td>muhammad azeem; fabio palomba; lin shi; qing wang</td></tr><tr><td>Title:</td><td>machine learning techniques for code smell detection: a systematic literature review and meta-analysis</td></tr><tr><td>Source:</td><td>information & software technology, 108(108), 115-138</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.infsof.2018.12.009	0.7638	0.2778	25	4	32	6.8047	2019	32	6.8047
1986	chee yew wong (2015)	"<table><tr><td>Authors:</td><td>chee yew wong; christina w y wong; sakun boonitt</td></tr><tr><td>Title:</td><td>integrating environmental management into supply chains: a systematic literature review and theoretical framework</td></tr><tr><td>Source:</td><td>international journal of physical distribution & logistics management, 45, 43-68</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1108/ijpdlm-05-2013-0110	-0.6403	-0.0737	26	4	96	3.6225	2015	96	3.6225
2018	afsheen ahmed (2018)	"<table><tr><td>Authors:</td><td>afsheen ahmed; rabia latif; seemab latif; haider abbas; farrukh aslam khan</td></tr><tr><td>Title:</td><td>malicious insiders attack in iot based multi-cloud e-healthcare environment: a systematic literature review</td></tr><tr><td>Source:</td><td>multimedia tools and applications, 77(17), 21947-21965</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1007/s11042-017-5540-x	0.386	0.2505	7	2	12	1.3578	2018	12	1.3578
2049	wei ding (2014)	"<table><tr><td>Authors:</td><td>wei ding; peng liang; antony tang; hans van vliet</td></tr><tr><td>Title:</td><td>knowledge-based approaches in software documentation: a systematic literature review</td></tr><tr><td>Source:</td><td>information & software technology, 56(6), 545-567</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.infsof.2014.01.008	0.6683	-0.1125	17	6	56	1.8862	2014	56	1.8862
2051	lieslot mahieu (2012)	"<table><tr><td>Authors:</td><td>lieslot mahieu; chris gastmans</td></tr><tr><td>Title:</td><td>sexuality in institutionalized elderly persons: a systematic review of argument-based ethics literature.</td></tr><tr><td>Source:</td><td>international psychogeriatrics, 24(3), 346-357</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1017/s1041610211001542	-0.6028	1.1588	5	2	50	1.0963	2012	50	1.0963
2094	donato masi (2017)	"<table><tr><td>Authors:</td><td>donato masi; steven m day; janet godsell</td></tr><tr><td>Title:</td><td>supply chain configurations in the circular economy: a systematic literature review</td></tr><tr><td>Source:</td><td>sustainability, 9(9), 1602</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3390/su9091602	-0.6414	-0.1905	1	4	77	5.2414	2017	77	5.2414
2122	leonel merino (2018)	"<table><tr><td>Authors:</td><td>leonel merino; mohammad ghafari; craig anslow; oscar nierstrasz</td></tr><tr><td>Title:</td><td>a systematic literature review of software visualization evaluation</td></tr><tr><td>Source:</td><td>journal of systems and software, 144, 165-180</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jss.2018.06.027	0.6118	0.0003	15	2	24	2.7157	2018	24	2.7157
2173	parisa dolati neghabadi (2019)	"<table><tr><td>Authors:</td><td>parisa dolati neghabadi; karine evrard samuel; marielaure espinouse</td></tr><tr><td>Title:</td><td>systematic literature review on city logistics: overview, classification and analysis</td></tr><tr><td>Source:</td><td>international journal of production research, 57(3), 865-887</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/00207543.2018.1489153	-0.6166	-0.2519	21	2	25	5.3162	2019	25	5.3162
2186	wenjun xiong (2019)	"<table><tr><td>Authors:</td><td>wenjun xiong; robert lagerstrom</td></tr><tr><td>Title:</td><td>threat modeling – a systematic literature review</td></tr><tr><td>Source:</td><td>computers & security, 84, 53-69</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.cose.2019.03.010	0.4114	0.2993	7	4	17	3.615	2019	17	3.615
