id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
6550	etanercept	-1.157	0.6185	6	62	332	40	2014.85	55.45	1.6258
6569	ethnic group	0.226	0.43	3	201	676	98	2014.9796	36.2755	0.9904
6575	etiology	-0.6602	-0.0836	2	268	878	144	2016.0625	25.6042	0.8603
6586	european union	0.2493	0.2686	1	131	228	36	2016.3056	37.9444	1.7332
6595	evaluation methods	0.6967	-0.3754	1	77	152	28	2018.1429	4.9286	0.8665
6616	evidence based medicine	-0.307	-0.2378	5	480	2759	391	2014.0537	53.3223	1.1811
6619	evidence based practice	0.0996	-0.1486	4	251	860	131	2014.2595	28.1603	0.8923
6636	exacerbation	-0.7773	0.4851	6	68	157	22	2015.6364	32.5909	1.2765
6641	excellence	0.5702	-0.1417	1	81	135	22	2016.0455	44	1.1904
6712	experiential learning	0.7017	0.2482	1	62	105	19	2017.8421	16.3158	1.2627
6750	extant taxon	0.8254	0.1561	1	133	341	65	2017.8154	19.4615	1.3903
6774	external validity	0.0643	-0.2677	3	88	197	28	2013.1786	47.7143	1.1386
6788	extracorporeal membrane oxygenation	-0.5154	0.0977	4	47	104	20	2017.45	22.6	1.0757
6942	family history	-0.5084	0.2649	2	71	138	21	2016.5714	10.9524	1.0129
6948	family medicine	0.0689	0.2066	4	496	5052	753	2015.4502	31.8977	1.0434
6951	family planning	0.1217	0.6269	3	67	170	22	2015.0909	23.3182	1.1181
7027	feeling	0.3984	0.3548	3	91	209	31	2016.2903	27.7742	1.1824
7072	fertility	-0.471	0.3363	2	99	229	35	2016.4857	24.2571	0.9655
7103	fetus	-0.703	0.3025	2	73	251	47	2015.7872	14.617	0.6076
7129	fibromyalgia	-0.3307	0.4174	3	51	106	18	2015.1111	25.6111	0.9697
7136	fidelity	0.468	-0.063	1	62	106	15	2017.2	34.2667	2.9144
7232	fistula	-0.9148	-0.2886	2	72	170	34	2016.1765	11.8529	0.6326
7237	fixation	-0.7069	-0.6698	5	75	235	46	2016.5435	13.0217	0.7612
7320	focus group	0.6449	-0.1173	1	91	170	25	2016.4	18.84	0.8458
7383	food security	0.8605	0.2706	1	58	102	18	2017.8889	23.4444	2.0356
7487	fracture fixation	-0.6885	-0.6575	5	41	102	18	2013.3333	32.1667	0.8436
7622	future studies	0.2711	-0.0698	1	246	599	101	2016.9901	13.7921	1.1036
7644	gait	-0.2034	-0.5515	5	55	155	25	2014.84	26.68	0.9719
7703	gastroenterology	-1.101	0.1314	2	211	1017	182	2015.5604	20.8571	0.6848
7746	gender studies	0.7522	0.411	1	63	108	27	2017.4074	9.8889	0.4795
7767	general partnership	0.802	0.1329	1	80	156	24	2017.5417	14.5833	0.9681
7771	general surgery	-0.9137	-0.3838	2	224	1224	279	2015.9642	15.4122	0.5486
7773	generalizability theory	0.3548	-0.1182	3	121	238	32	2015.875	68	1.3369
7804	genetic testing	-0.0952	0.1202	2	96	189	30	2015.7333	28.4667	1.9047
7809	genetics	-0.3448	0.2831	2	41	78	25	2016.44	19.48	1.3506
7847	geography	0.5543	0.2673	1	134	368	90	2017.6	15.4667	1.2636
7861	geriatrics	0.0829	-0.0251	4	82	150	20	2014.05	42.3	1.3646
7872	gerontology	0.0921	0.2835	3	445	3621	554	2014.8195	46.0108	1.2346
7874	gestation	-0.7054	0.4279	2	74	227	36	2013.1389	45.9167	0.6776
7875	gestational age	-0.7662	0.2958	2	88	311	47	2014.7021	39.9574	0.7713
7877	gestational diabetes	-0.4743	0.642	8	62	158	21	2013.5238	42.8571	0.7723
7889	giant cell arteritis	-1.196	0.0414	6	44	112	17	2017.6471	19.2353	2.5792
7938	global health	0.1302	0.2835	7	212	624	86	2016.0698	48.2558	2.3064
7951	global software development	1.339	-0.2684	1	38	106	18	2016.5556	24.3889	1.0866
7958	globalization	1.1052	0.0397	1	67	113	21	2017.619	13.9048	1.6117
7991	glycemic	-0.2797	0.5838	8	67	171	23	2015.5652	24.3913	0.862
8010	gold standard	-0.5508	-0.3802	5	172	466	75	2016.2133	22.2667	0.8203
8011	golimumab	-1.2306	0.6235	6	39	163	20	2015.25	70.55	2.1505
8030	gout	-0.9082	0.284	6	50	133	18	2014.6667	19.8333	0.775
8032	government	0.9168	0.1165	1	213	595	101	2017.8515	13.5149	1.0052
8038	grading	0.015	0.111	3	78	161	23	2015.6522	52.913	1.027
8110	grey literature	0.4455	0.1136	1	283	979	145	2016.5724	19.1448	1.5461
8127	grounded theory	1.0805	-0.1173	1	88	140	21	2016.619	21.2857	1.734
8158	guideline	0.0105	-0.1457	4	172	377	58	2016.5862	25.7931	1.5028
8178	gynecology	-0.6372	0.2565	2	197	842	156	2013.0705	38.0962	0.9305
8244	harm	0.4786	0.3108	3	77	134	20	2015.75	18.5	0.8472
8265	hazard ratio	-1.1344	0.052	2	147	607	76	2014.9868	46.8553	1.2103
8274	head and neck	-0.7353	-0.2051	2	55	118	24	2016.5	10.5833	0.5104
8275	head and neck cancer	-0.8131	-0.1359	2	81	205	30	2015	59.3	1.0003
8287	headaches	-0.8777	-0.2293	2	55	105	19	2014.5263	19.2105	0.5737
8292	health administration	0.3566	-0.0543	4	185	832	101	2014.5644	42.0891	1.203
8301	health care	0.3594	0.0021	4	619	5804	836	2015.7201	34.6352	1.3012
8318	health economics	0.1302	-0.0392	4	165	673	85	2014.8118	26.1059	1.058
8320	health education	0.3892	0.3897	3	163	541	71	2013.5634	50.493	1.1768
8321	health equity	0.3794	0.4562	3	116	352	48	2016.0625	46.7708	1.4796
8332	health informatics	0.4846	-0.2144	4	193	768	104	2015.2981	42.2596	1.544
8344	health literacy	0.302	0.2758	3	113	254	32	2015.5312	82.625	1.8848
8348	health outcomes	0.2022	0.1263	7	80	155	29	2017.9655	14.4483	2.505
8351	health policy	0.4429	0.1775	4	178	627	83	2015.6265	28.5542	1.1158
8353	health professionals	0.2907	0.1426	4	138	318	51	2016.0784	20.2941	1.1463
8355	health promotion	0.3499	0.4041	3	190	736	99	2014.2626	38.3333	1.1936
8356	health psychology	0.3377	0.5014	3	108	271	36	2015.4167	55.1944	1.729
8360	health related quality of life	-0.7749	0.1085	2	78	241	43	2016.186	8.6744	0.2541
8368	health services	0.5563	-0.002	1	78	151	24	2012.5833	51.6667	0.8774
8369	health services research	0.4446	0.0725	4	178	626	80	2013.8125	56.0625	1.2701
8375	health technology	0.3678	-0.1739	1	149	397	56	2015.8214	14.2321	0.5941
8391	healthcare system	0.2973	-0.065	1	130	236	37	2017.2973	22	1.1299
8409	hearing loss	-0.3851	-0.1353	3	81	179	34	2015.7353	22.2353	0.8695
8414	heart disease	-0.4832	0.0514	2	76	147	24	2014.4583	39.5417	0.8764
8416	heart failure	-0.5862	0.2094	2	129	386	61	2015.5738	32.7869	1.6784
8453	hematology	-1.0141	0.1594	2	58	137	21	2016.0952	12.8571	0.818
8454	hematoma	-0.9261	-0.4997	2	51	114	23	2018.7391	4.0435	0.7356
8458	hematopoietic stem cell transplantation	-1.0472	0.0841	2	59	135	23	2016.3913	10.1739	0.6647
8516	hepatitis c virus	-0.9724	0.3482	2	40	86	15	2015.2	21.3333	1.0654
8521	hepatocellular carcinoma	-0.9992	0.1226	2	59	141	20	2016.15	11.4	0.7219
8522	hepatology	-1.1601	-0.2291	2	44	126	19	2015.9474	26.6316	1.3061
8543	hernia	-1.0588	-0.4549	2	51	138	26	2016.5385	22.4231	0.7688
8616	higher education	0.8259	-0.0384	1	202	745	145	2018.0207	17.8276	1.2589
8724	hormone	-0.76	0.191	2	57	119	23	2017.9565	13.1304	1.1184
8756	hospital stay	-0.8369	-0.2814	2	55	104	17	2017.1765	10.1176	0.6838
8759	hospitality	1.0445	0.247	1	52	141	25	2018.8	11.92	1.4946
8804	human computer interaction	0.9055	-0.3553	1	74	284	71	2017.9859	10.8873	0.9373
8814	human factors and ergonomics	0.4623	0.5668	3	225	1548	195	2014.8103	34.9282	1.1824
8820	human immunodeficiency virus	0.0556	0.4889	3	101	271	50	2016	16.22	1.0735
8845	human resource management	1.0072	0.0815	1	87	206	37	2017.6486	16.027	1.3765
8848	human resources	1.0473	0.1125	1	100	234	38	2016.3158	20.8158	1.2523
8854	human sexuality	0.1861	0.2566	3	100	200	27	2016.1852	21.7037	0.883
8867	humanities	0.4887	0.1749	1	57	158	86	2016.5	4.8023	0.1687
8892	hydrocephalus	-0.7756	-0.381	2	58	164	30	2016.3333	15.0667	0.5735
8905	hydroxychloroquine	-1.0039	0.3831	6	63	162	24	2017.6667	34.25	2.0668
8907	hygiene	0.1424	0.149	7	64	123	19	2016.3684	15.2105	0.7785
9010	hysterectomy	-0.9999	-0.2144	2	70	158	27	2015.3704	17.5185	0.5978
9121	immigration	0.5296	0.5247	3	88	199	33	2016.2424	27.2424	1.0037
9135	immune system	-0.8649	0.3103	2	72	180	36	2016.2778	17.3611	0.7147
9154	immunohistochemistry	-1.1694	-0.1497	2	47	111	22	2016.3636	23.5909	0.4997
9157	immunology	-0.9041	0.3889	6	218	1170	210	2013.9714	47.3571	1.2049
9160	immunosuppression	-1.0941	0.247	6	64	128	19	2017.3158	11.8947	0.8984
9170	impact factor	0.3051	-0.2702	1	77	114	18	2016.3889	5.8889	0.5376
9185	implant	-0.6866	-0.5981	5	97	435	79	2014.9241	31.4557	1.1344
9199	implementation	0.996	-0.2546	1	78	172	32	2018.2812	8.1562	1.1145
9220	in patient	-0.7022	-0.0178	2	423	2417	443	2016.4131	16.3837	0.7381
9238	incentive	0.6374	0.1174	1	121	260	40	2016.075	27.775	0.9751
9242	incidence	-0.6057	0.1754	7	149	431	59	2014.7288	48.9322	1.4259
9258	inclusion and exclusion criteria	-0.1848	-0.1823	5	369	1183	180	2016.1278	21.3722	0.9052
9267	increased risk	-0.5576	0.113	2	104	205	33	2016.6061	13.0303	0.7499
9289	indigenous	0.598	0.3117	1	120	255	42	2017.7143	6.2619	0.5429
9292	indirect costs	-0.2867	0.1591	4	128	393	55	2015.8909	25.2909	1.1681
9343	industrial organization	1.2454	0.0854	1	75	271	60	2018.45	17.1333	1.9218
9353	industry 4 0	1.232	-0.147	1	86	260	51	2019.7059	21.0784	4.5117
9356	inequality	0.5392	0.3922	1	65	114	19	2017	8.2632	0.6906
9375	infection control	0.0451	0.086	7	81	215	31	2014.7097	46.5806	1.2761
9390	infertility	-0.7303	0.2602	2	76	158	27	2016.7407	18.8148	1.0123
9391	inflammation	-0.8765	0.4043	2	53	114	22	2017.0909	27.4545	1.4229
9392	inflammatory arthritis	-0.9262	0.4249	6	51	151	18	2015.2222	26.7778	1.0608
9395	inflammatory bowel disease	-0.9412	0.3756	6	104	343	55	2015.8364	27.0727	0.8573
9404	infliximab	-1.1449	0.5831	6	77	408	51	2014.7451	48.5294	1.4064
9424	information and communications technology	0.9547	-0.0315	1	183	541	93	2017.8065	16.3978	1.1605
9444	information management	1.0249	-0.1626	1	79	149	25	2017.08	22.28	1.0768
9455	information retrieval	0.7405	-0.4245	1	79	283	81	2017.7284	8.6543	0.6464
9468	information sharing	1.0821	-0.0725	1	61	115	18	2018.3889	14.2778	1.1029
9471	information system	1.0929	-0.2312	1	193	680	122	2017.2787	14.6967	0.9585
9475	information technology	1.0967	-0.1732	1	161	549	102	2017.8627	10.8333	0.8016
9487	informed consent	0.2489	-0.0407	1	73	111	16	2015.3125	20.25	0.7253
9529	injury prevention	0.2105	0.556	3	220	1642	204	2014.5392	33.1765	1.0962
9541	innovation management	1.2107	0.0799	1	61	128	22	2016.5909	85.5	2.5628
9593	insulin	-0.5816	0.5048	8	52	152	25	2016.96	15.36	0.7932
9610	integrated care	0.3977	-0.1301	4	81	184	25	2015.84	21.16	0.8701
9629	intellectual disability	0.3957	0.243	3	119	298	47	2016.2128	22.5957	1.0508
9647	intensive care	-0.2202	-0.0203	4	162	487	78	2014.2692	55.9487	1.262
9649	intensive care medicine	-0.5132	0.0584	4	569	6221	1182	2015.3587	23.308	0.724
9650	intensive care unit	-0.4456	-0.0682	4	133	382	58	2013.8103	64.1897	1.4881
9727	internal fixation	-0.7344	-0.6405	5	45	135	25	2014.52	20.48	0.5469
9734	internal medicine	-0.9724	0.1467	2	572	12373	1972	2015.8043	26.5745	1.1327
9747	international business	1.1058	0.1207	1	71	170	30	2018.6667	8.0667	1.0974
9748	international classification of functioning disability and health	0.0403	-0.2388	5	81	209	28	2013.3214	35.2857	0.8366
9772	internationalization	1.0771	0.1499	1	53	106	20	2017.9	4.4	0.5832
9779	internet of things	1.0823	-0.2647	1	98	372	78	2019.2564	6.4359	1.1677
9781	internet privacy	0.7998	-0.1795	1	96	218	45	2017.4444	29.7556	2.0823
9788	interoperability	1.066	-0.3529	1	86	179	31	2017.871	10.4516	1.2496
9793	interpersonal communication	0.4993	0.2393	3	95	181	30	2016.3333	37.5667	1.5862
9794	interpersonal relationship	0.4193	0.3853	3	98	189	29	2014.2759	63.3793	1.6523
9801	interquartile range	-0.826	-0.0365	2	83	158	28	2016.3571	37.1786	1.6031
9808	interstitial lung disease	-1.0654	0.1454	6	73	182	29	2016.069	23.1379	1.0877
9823	intervention studies	0.3982	0.3086	3	65	117	21	2016.5714	10.9524	0.7802
10045	jadad scale	-0.8377	0.0489	5	99	302	38	2014.1842	24.0789	0.7668
10074	job satisfaction	0.65	0.3904	3	77	189	30	2015.4667	44.4333	1.3118
10171	kidney disease	-0.7383	0.1675	2	119	346	54	2016.2407	24.537	0.7902
10211	knowledge base	0.9187	-0.0691	1	94	154	26	2017.9231	16.0769	0.9379
10223	knowledge management	1.1081	-0.0842	1	380	4268	869	2017.3936	17.7825	1.2282
10227	knowledge sharing	1.3064	-0.0634	1	49	129	23	2017.3478	15	1.1424
10230	knowledge transfer	1.0181	-0.035	1	69	132	24	2016.625	12.125	0.8391
10330	laparoscopic surgery	-1	-0.3341	2	68	158	26	2015.3077	34.8846	1.0495
10333	laparoscopy	-1.0559	-0.3447	2	101	363	59	2015.5254	38.678	1.0944
10334	laparotomy	-1.1155	-0.3256	2	50	123	22	2016.5455	18.1818	0.6489
10403	latin americans	0.4983	0.2795	1	93	186	36	2017.1389	8.5556	0.7331
10443	lean manufacturing	1.172	-0.1385	1	79	222	39	2017.7179	23.7949	1.6818
10456	learning analytics	0.9347	-0.2641	1	37	113	24	2018.375	17.0833	1.819
10463	learning disability	0.5488	0.1243	3	61	106	16	2013.0625	22.9375	0.5696
10530	legislation	0.7294	0.29	1	83	157	26	2017.2692	12.3077	1.2695
10561	lesion	-0.8476	-0.4304	2	93	262	53	2016.4717	16.6226	0.6354
10567	letter to the editor	-0.7432	-0.314	2	52	125	26	2017.7308	1.2692	0.3994
10612	library science	0.682	0.0045	1	56	116	34	2016.2647	18.9412	0.5986
10621	life course approach	0.1288	0.3251	3	63	125	16	2016.3125	43.3125	2.4048
10626	life expectancy	-0.1196	0.0776	4	80	159	25	2015.4	27.48	1.008
10737	literacy	0.5171	0.3346	3	98	247	40	2015.75	62.225	1.2636
10748	literature survey	0.5415	-0.2618	1	88	140	24	2016.2917	24.4167	1.4177
10753	live birth	-0.8326	0.3118	2	58	155	25	2015.72	23.48	1.1617
10771	liver transplantation	-1.0236	0.2167	2	46	102	19	2017	9.8947	0.6481
10847	long term care	0.2406	0.1096	4	87	199	29	2015.3448	24.3103	0.8808
10879	low and middle income countries	0.3612	0.0756	1	69	136	29	2017.4828	10.2069	0.5637
10882	low back pain	-0.4133	-0.3817	5	143	552	80	2012.45	58.425	0.9647
10883	low birth weight	-0.4154	0.4669	2	77	215	33	2014.1515	48.6061	0.9028
10927	lower risk	-0.7243	0.114	2	101	227	33	2016.4848	28.2121	0.9139
10933	lumbar	-0.6906	-0.5513	5	90	286	48	2015.0417	21.5	0.7012
10951	lumbar vertebrae	-0.5658	-0.5348	5	52	153	24	2011.4583	60.7917	0.9644
10959	lung	-1.1391	-0.0404	2	96	291	52	2016.3462	14.9808	0.6039
10962	lung cancer	-1.2219	-0.0057	2	137	719	104	2014.5096	36.9423	0.868
10973	lupus	-1.1129	0.349	6	54	117	19	2015.7368	45.1053	0.7119
10985	lymph node	-1.1194	-0.4037	2	89	312	47	2015.6596	22.4043	0.8968
10989	lymphadenectomy	-1.0675	-0.3195	2	54	116	18	2017	16.8889	0.8351
10995	lymphedema	-0.7961	-0.4675	2	58	129	21	2016.5714	21.9048	0.783
11004	lymphoma	-1.1473	0.0088	2	92	238	36	2014.3056	10.8056	0.4109
11020	machine learning	0.7147	-0.4636	1	112	427	89	2018.5955	15.2697	1.4814
11050	magnetic resonance imaging	-0.7535	-0.352	2	153	540	100	2016.6	20.5	1.1143
11058	mainstream	0.9226	0.2787	1	66	98	18	2017.8889	19.2222	3.3571
11072	major depressive disorder	-0.2868	0.4056	3	65	137	22	2017.2273	40.8182	2.64
11082	malaria	-0.0073	0.1876	7	59	108	19	2016.5263	21.4211	0.9545
11100	malignancy	-1.0966	-0.1854	2	142	420	69	2016.2464	13.4058	0.7792
11113	malnutrition	-0.1833	0.1001	8	118	290	42	2015.8571	46.9286	1.8553
11126	management	1.1687	0.0611	1	75	149	27	2014.8148	93.2222	2.7301
11144	management science	1.0596	-0.1846	1	320	2027	479	2016.7578	23.3215	1.0949
11170	manual therapy	-0.3742	-0.5686	5	44	104	17	2011.9412	31.1176	0.5791
11172	manufacturing	1.1994	-0.0965	1	63	139	25	2018.12	34.92	1.7974
11231	marketing	1.0206	0.1215	1	196	812	155	2016.9226	30.9548	1.3992
11260	mass screening	-0.3003	0.2474	3	80	157	22	2012.9545	43.3182	1.0149
11269	mastectomy	-0.9328	-0.4062	2	47	153	24	2016.3333	24.3333	1.0908
11319	mathematics education	0.7559	0.078	1	117	455	117	2017.9658	12.8376	1.0601
11329	maxilla	-0.8581	-0.6513	5	31	95	20	2016.6	17.85	0.6982
11354	mean age	-0.6085	-0.3233	2	92	197	40	2016.625	10.675	0.6687
11432	medical diagnosis	-0.1611	-0.1515	4	127	284	42	2015.9524	21.381	0.9237
11435	medical education	0.505	0.013	1	356	2057	397	2016.6776	18.6222	0.9014
11436	medical emergency	0.2263	-0.1279	4	195	746	122	2015.2951	24.6967	0.7948
11448	medical imaging	-0.375	-0.5242	2	54	112	20	2017	8.7	1.0779
11455	medical literature	-0.1252	-0.2354	4	206	535	88	2014.6705	53.0227	1.0993
11460	medical physics	-0.0902	-0.3477	4	227	827	169	2015.4615	22.7633	0.8448
11461	medical prescription	-0.2791	0.0299	4	148	391	54	2014.0556	43.0556	0.9018
11465	medical record	-0.3518	-0.2585	2	77	125	21	2015.6667	25.7143	0.6942
11488	medication adherence	-0.1813	0.336	3	67	148	22	2015.8182	31.8636	1.538
11501	medicine	-0.4755	-0.0321	2	914	57693	10522	2015.444	26.4441	0.921
11514	medline	-0.2525	-0.074	4	873	17712	2558	2014.8941	39.724	1.2103
11533	melanoma	-1.2769	-0.2542	2	53	145	26	2015.4615	17.6923	0.6187
11565	men who have sex with men	0.1565	0.5765	3	60	119	17	2015.1765	27.6471	1.7644
11595	mental health	0.3117	0.4112	3	369	2304	331	2016.142	29.4894	1.199
11603	mental illness	0.2417	0.4551	3	118	359	53	2015.6792	28.7925	1.0773
11643	meta analysis	-0.6935	0.0276	2	676	7509	1189	2015.6417	32.2145	1.4033
11660	metabolic syndrome	-0.5278	0.5997	8	61	171	25	2016.16	30.44	1.2234
11688	metastasis	-1.1418	-0.2485	2	127	449	70	2016.7143	16.4857	0.7423
11690	metastatic breast cancer	-0.9734	-0.0295	2	57	154	21	2016.2381	10.0476	0.5409
11705	metformin	-0.6364	0.5596	8	47	147	24	2017.4167	9.9583	0.8907
11713	methodological quality	0.0148	-0.2247	5	167	432	68	2014.5441	30.7059	0.9956
11716	methotrexate	-1.1898	0.4159	6	66	183	25	2015.64	30.24	1.3398
11738	mhealth	0.5186	-0.1849	1	115	335	46	2017.7174	34.7826	2.8158
11817	migraine	-0.6044	0.0699	2	87	190	29	2015.0345	17.7931	1.1531
11828	military personnel	0.2621	0.5251	3	59	117	17	2015.4118	23.1765	0.9012
11838	mindfulness	0.3563	0.607	3	67	185	26	2017.2308	20.7308	1.4082
11927	mobile device	0.9381	-0.3074	1	82	206	40	2017.8	16.575	1.2381
11932	mobile phone	0.8609	-0.2505	1	56	98	19	2017.0526	23.5789	1.2364
11937	mobile technology	0.5236	-0.0377	1	77	148	23	2017.5217	22.8261	1.0884
11946	modalities	-0.1489	-0.2912	2	114	232	39	2016.1282	23.7692	1.0005
12039	mood	-0.1993	0.3829	3	91	239	36	2015.4444	44.9444	1.6287
12065	mortality rate	-0.7655	-0.0588	2	218	773	117	2016.0427	30.0085	1.6712
12166	multidisciplinary approach	0.2775	-0.1394	1	147	327	54	2015.3519	24.4444	1.087
12178	multimedia	0.8278	-0.2672	1	103	250	49	2016.1837	23.6122	1.1188
12190	multinational corporation	1.0494	0.1429	1	57	109	20	2016.45	10.2	1.3786
12211	multiple myeloma	-1.2457	0.1224	2	57	187	39	2016.4103	5.8718	0.2284
12214	multiple sclerosis	-0.3171	0.0834	3	96	253	44	2015.4545	19.8864	0.7689
12226	multivariate analysis	-0.6884	-0.0497	2	90	162	24	2014.4167	64	1.7864
12272	music therapy	0.1024	-0.1898	3	62	162	22	2014.5909	23.0909	0.3996
12314	myocardial infarction	-0.8953	0.0639	2	95	305	45	2015.4444	29.9778	1.3625
12369	narrative	0.5147	0.1556	1	177	489	80	2017.1875	23.7625	1.0899
12372	narrative review	0.3326	0.0263	1	87	135	22	2015.3636	35.2273	1.2049
12424	natural disaster	0.6193	0.1952	1	73	148	22	2016.5909	25.2727	1.047
12427	natural history	-0.7385	-0.2809	2	114	258	43	2013.6279	61.3488	1.188
12432	natural language processing	0.8931	-0.5485	1	38	114	26	2018.1154	21.9615	0.8919
12449	nausea	-0.8904	0.1526	2	89	280	42	2015.7857	16.6667	0.7563
12463	neck pain	-0.447	-0.4485	5	69	175	26	2013.4615	63.8846	0.9359
12478	needs assessment	0.3512	0.1148	3	89	175	24	2012.5417	44.9167	0.9319
12500	neoadjuvant therapy	-1.2356	-0.3004	2	58	107	16	2015.9375	17.5	1.0049
12534	nephrectomy	-1.0074	-0.3816	2	47	104	19	2013.8421	27.0526	0.9858
12537	nephrology	-0.894	-0.1898	2	77	205	32	2014.3438	34.3125	1.2292
12607	neurocognitive	-0.1992	0.263	3	75	180	27	2016.2593	21.2963	1.323
12628	neuroimaging	-0.2582	-0.0099	3	92	265	50	2015.08	33.1	1.2233
12648	neurology	-0.6375	-0.2093	2	132	335	54	2016	22.8333	1.1164
12664	neuropathic pain	-0.4627	-0.136	3	56	130	22	2013.5455	35.8636	1.0885
12677	neuropsychology	-0.0601	0.1909	3	71	194	34	2015.0588	44.4706	1.42
12678	neuroradiology	-0.7243	-0.3438	2	66	160	28	2014.75	23.8929	1.0994
12682	neuroscience	-0.3343	-0.0413	3	84	229	56	2014.9643	33.1786	1.2068
12686	neurosurgery	-0.6643	-0.3704	2	162	481	84	2016.0952	21.7619	0.8803
12704	neutropenia	-1.1372	0.2025	2	54	119	20	2013.9	21.05	0.7937
12719	new product development	1.2404	-0.0562	1	66	174	31	2017.4516	17.2258	1.0276
12824	non small cell	-1.2696	-0.0259	2	44	169	28	2016.25	5.4643	0.2347
12856	norm	0.814	0.3459	1	58	105	17	2018.1176	6.1765	1.8422
12872	normative	0.6762	0.1948	1	71	133	22	2016.5909	24.0909	1.5981
12907	nuclear medicine	-1.0285	-0.4613	2	86	265	51	2014.8627	26.7059	0.9035
12932	nurse education	0.4807	0.0058	4	94	249	37	2014.8649	29.1622	0.7804
12941	nursing	0.3808	0.05	4	401	3780	589	2014.4448	39.2156	1.0783
12944	nursing care	0.1836	0.0481	4	111	291	43	2013.4186	25.1395	0.8134
12950	nursing interventions classification	0.1307	-0.2721	4	49	143	20	2014.75	13.85	0.5409
12959	nursing research	0.2535	-0.0158	4	162	658	82	2013.3171	53.7317	1.2541
12991	obesity	-0.2413	0.5114	8	188	906	134	2014.9701	58.5224	1.7782
13024	observational study	-0.4244	0.2084	6	465	2865	392	2016.051	29.1454	1.169
13036	obstetrics	-0.6287	0.3715	2	196	1009	183	2015.1913	27.3716	0.866
13041	obstructive sleep apnea	-0.6506	0.1833	2	52	116	24	2013.2083	61.7917	1.1844
13050	occlusion	-0.9487	-0.2838	2	61	133	23	2015.913	19.7391	1.3184
13064	occupational safety and health	0.4287	0.5753	3	221	1484	188	2014.6489	36.3883	1.2958
13066	occupational therapy	0.1647	-0.2006	5	71	147	21	2013.8095	12.619	0.4384
13085	odds ratio	-0.8085	0.1505	2	299	1534	206	2013.835	60.2621	1.2923
13108	offspring	-0.3336	0.5703	8	65	139	20	2017.5	9.65	0.8277
13117	older people	0.3866	0.0913	3	86	188	34	2014.7941	30.8529	0.9319
13154	oncology	-1.1183	0.0028	2	314	3537	574	2016.0192	18.3084	0.7248
13177	ontology	1.078	-0.3026	1	67	183	36	2017.1667	7.4167	0.8514
13203	open innovation	1.1943	0.1682	1	48	126	25	2018.52	17.16	3.0209
13233	operational definition	0.2109	-0.2187	4	63	109	16	2015.0625	48.5	1.6948
13239	operationalization	0.7265	0.0935	1	129	243	41	2017.2927	34.4634	1.5493
13240	operations management	0.9531	-0.1019	1	147	384	69	2015.6232	34	1.5009
13241	operations research	0.8488	-0.0551	1	86	208	48	2017.1458	30.7917	1.8272
13247	ophthalmology	-1.1194	-0.1235	2	37	118	35	2016.1714	33.5143	0.6035
13251	opioid	-0.6429	0.0131	4	50	117	18	2013.8889	36.8889	0.825
13363	organizational culture	1.0876	0.0717	1	104	214	35	2016.4571	52.3714	1.7085
13394	original research	0.1471	0.1162	3	65	105	18	2015.8889	23.9444	1.4196
13395	originality	1.0868	0.0131	1	159	537	89	2017.6292	19.573	1.354
13411	orthodontics	-0.5972	-0.6762	5	84	362	104	2015.75	17.1058	0.573
13418	orthopedic surgery	-0.6018	-0.5101	5	217	1060	178	2014.4326	43.3876	1.324
13434	osteoarthritis	-0.5524	-0.3405	5	137	577	92	2015.6848	34.3587	1.1813
13455	osteoporosis	-0.5929	-0.0585	5	108	308	46	2014.5435	32.4348	1.0194
13467	otorhinolaryngology	-0.5225	-0.2875	2	94	211	36	2016.3056	15.25	0.6498
13476	outbreak	-0.1155	0.2054	7	64	173	31	2016.2903	33.4516	2.0116
13482	outcome measures	-0.2445	-0.3572	5	163	470	78	2015.7949	18.7692	0.7586
13488	outcomes research	-0.5377	0.31	6	74	164	22	2015.7727	45.5909	1.5167
13497	outsourcing	1.3361	-0.1266	1	56	219	38	2014.7895	14.5526	0.3497
13498	ovarian cancer	-1.0547	0.0281	2	100	275	40	2016.075	12.875	0.7437
13514	overactive bladder	-0.785	-0.2245	2	58	184	31	2015.0323	31.2903	0.775
13517	overall survival	-1.157	-0.1851	2	74	216	35	2016.6571	7.4857	0.506
13528	overweight	-0.172	0.5414	8	130	473	65	2014.9538	88.1077	2.0329
13529	ovid medline	-0.1822	-0.2207	7	63	105	19	2017.3158	11.4211	0.7879
13590	pain medicine	-0.4707	-0.1038	4	58	114	17	2014.4118	33.4706	1.0371
13616	palliative care	-0.0711	-0.0186	4	205	954	132	2014.5	38.4848	1.0659
13639	pancreatic cancer	-1.2034	-0.1202	2	67	160	24	2016.5833	10.8333	0.8648
13658	pandemic	-0.0471	0.1344	7	128	334	52	2018.4808	13.4423	2.477
13736	parenteral nutrition	-1.2211	-0.0809	2	52	151	25	2015	53.4	1.0302
13745	parkinson s disease	-0.417	-0.1003	3	68	160	34	2015.9706	20.0294	0.6819
13822	pathogenesis	-1.125	0.1575	2	58	132	27	2016.4074	12.1852	0.7092
13827	pathological	-0.9437	-0.1775	2	93	206	39	2016.5641	16.4872	0.7941
13829	pathology	-0.8023	-0.069	2	332	1591	301	2014.5415	28.5316	0.8409
